PAG_PFPJ,REC_PFPJ,PAG_REGIAO,REC_REGIAO,PAG_IDADE,REC_IDADE,NATUREZA,VALOR,QUANTIDADE,TICKET_MEDIO
1,1,5,2,2,7,9,230237070000.0,2367000,97269.5690747782
2,1,2,5,1,7,2,24545706270000.0,31084000,789657.2600051473
1,1,3,5,5,7,9,2390739010000.0,2571000,929886.8183586153
1,1,2,2,7,2,9,5379365290000.0,78131000,68850.58798684261
1,1,0,0,4,0,9,4022160000.0,22000,182825.45454545456
1,1,3,3,5,7,9,2623000000.0,26000,100884.61538461539
1,1,1,3,2,3,9,4742680000.0,457000,10377.855579868708
1,1,2,2,5,6,9,132391455500000.0,784090000,168847.2694461095
1,2,4,5,4,1,8,30644570000.0,371000,82599.9191374663
1,2,4,3,4,1,7,3245300000.0,43000,75472.09302325582
2,1,2,2,1,4,5,110000000.0,2000,55000.0
1,2,0,2,3,1,7,32135363120000.0,716050000,44878.65808253614
1,1,1,4,5,7,9,76944993790000.0,224398000,342895.18529576913
1,1,3,1,4,5,9,56496850000.0,1866000,30276.98285101822
1,1,4,4,7,7,9,5113950146700000.0,4465754000,1145148.198199005
1,1,5,2,2,4,9,57281620000.0,2354000,24333.73831775701
1,2,4,4,0,1,7,12500980000.0,10000,1250098.0
1,1,5,4,6,3,9,3634778580000.0,20111000,180735.84505991745
1,2,3,4,4,1,7,8437956730000.0,2554000,3303820.176194205
1,2,0,3,5,1,7,2392720000.0,19000,125932.63157894737
1,1,4,1,4,7,9,1950395610000.0,56120000,34754.02013542409
1,1,3,4,3,7,9,493929670000.0,533000,926697.3170731707
1,1,3,2,6,4,9,786045590000.0,2745000,286355.4061930783
1,1,2,3,3,3,9,73029480000.0,1119000,65263.163538873996
1,1,4,0,2,5,9,284097050000.0,7445000,38159.44257891202
1,1,1,5,7,5,9,51629870000.0,882000,58537.26757369615
1,1,3,4,4,7,9,21329550000.0,754000,28288.527851458886
1,1,4,0,5,7,9,168451460000.0,270000,623894.2962962963
1,1,3,4,0,7,9,8000000.0,1000,8000.0
1,1,4,4,6,2,9,501181753720000.0,3771827000,132875.0639199518
2,1,1,1,1,7,2,21479183720000.0,177511000,121001.98703178958
1,1,4,1,5,7,9,23952434640000.0,59414000,403144.6231527923
1,1,2,3,3,4,9,2017251930000.0,12934000,155965.0479356734
1,1,2,1,4,5,9,62656574480000.0,255249000,245472.36024431046
1,2,2,2,5,1,7,2816650000.0,10000,281665.0
2,1,1,5,1,2,5,213510000.0,1000,213510.0
2,1,1,5,1,7,2,545568060000.0,1111000,491060.3600360036
1,1,4,4,2,5,9,632325227890000.0,5017862000,126014.87005621119
1,2,5,4,7,1,7,161349654330000.0,107396000,1502380.4827926552
1,1,0,3,7,3,9,1000000000.0,1000,1000000.0
1,1,5,1,2,3,9,797397900000.0,8648000,92206.04764107308
1,1,4,3,6,4,9,1324510910000.0,2011000,658632.9736449528
2,1,4,4,1,7,2,52731149510000.0,358334000,147156.422527586
1,1,0,0,5,2,9,42302049070000.0,387544000,109154.18396362735
1,1,0,1,6,3,9,31625290000.0,286000,110577.93706293707
1,1,0,1,7,5,9,34069459580000.0,90201000,377706.00747220096
1,1,3,3,6,7,9,220621810000.0,111000,1987583.8738738738
1,1,4,1,6,4,9,263100490000.0,1274000,206515.2982731554
1,1,1,1,0,5,9,541310000.0,11000,49210.0
1,1,0,2,3,2,9,910921420000.0,11596000,78554.79648154536
1,1,2,0,5,6,9,9128361270000.0,15213000,600036.8941037271
1,2,5,4,6,1,8,7421000000.0,12000,618416.6666666666
1,1,3,1,7,3,9,65516720000.0,195000,335983.1794871795
1,1,2,5,5,7,9,168326690000.0,3677000,45778.26760946424
1,1,0,4,4,4,9,3339064800000.0,50983000,65493.69005354726
1,2,5,1,2,1,7,157397070000.0,636000,247479.66981132075
1,2,5,0,5,1,8,9908880000.0,13000,762221.5384615385
1,2,4,1,2,1,7,49175070000.0,254000,193602.6377952756
2,1,4,4,1,7,2,45558574820000.0,230484000,197664.80458513388
1,2,2,5,6,1,8,2566510000.0,29000,88500.3448275862
2,1,5,2,1,4,2,188612560000.0,2954000,63849.88490182803
1,1,3,5,2,4,9,2073030000.0,90000,23033.666666666668
1,1,5,0,2,5,9,20855460000.0,154000,135425.06493506493
1,2,2,2,5,1,8,279005850000.0,234000,1192332.6923076923
2,1,4,5,1,5,5,1155670000.0,6000,192611.66666666666
2,2,0,4,1,1,0,13924338150000.0,1897000,7340188.798102267
2,1,2,0,1,5,2,282041150000.0,337000,836917.3590504451
2,1,0,5,1,5,2,261002760000.0,1680000,155358.7857142857
1,1,1,0,2,2,9,629924710000.0,16090000,39150.07520198881
1,2,4,4,4,1,8,417644417890000.0,833235000,501232.44689673383
1,2,1,2,4,1,7,260011940000.0,184000,1413108.3695652173
1,1,3,1,5,7,9,789848870000.0,761000,1037909.1590013141
1,2,4,4,4,1,7,1398260000.0,9000,155362.22222222222
1,1,0,4,7,5,9,65730561770000.0,98458000,667600.0098519166
1,2,3,4,4,1,7,34990000.0,3000,11663.333333333334
1,1,0,4,4,3,9,262049800000.0,1235000,212186.07287449393
1,2,1,0,2,1,7,1534360000.0,21000,73064.76190476191
1,1,0,0,2,0,9,101240000.0,2000,50620.0
1,1,3,3,6,2,9,397000000.0,9000,44111.11111111111
1,1,4,2,4,5,9,1033307070000.0,25264000,40900.374841671946
1,1,4,3,5,2,9,113000000.0,5000,22600.0
1,1,4,3,4,3,9,48945170000.0,709000,69034.09026798308
1,1,2,2,5,6,9,16897389470000.0,599931000,28165.554822137878
1,1,2,4,5,2,9,39697410000.0,968000,41009.72107438016
1,2,3,3,5,1,7,9670900000.0,31000,311964.51612903224
1,2,4,4,7,1,7,1046398387140000.0,5354830000,195412.06483492473
1,2,1,0,6,1,7,39623254790000.0,44261000,895218.2460857189
1,1,1,3,2,4,9,4984190000.0,200000,24920.95
1,1,2,1,2,3,9,41430550000.0,883000,46920.21517553794
2,1,4,2,1,2,5,280020000.0,3000,93340.0
1,1,4,5,4,2,9,8783007140000.0,69804000,125823.83731591313
2,1,0,3,1,6,5,18582030000.0,9000,2064670.0
1,1,2,5,6,6,9,48840590000.0,39000,1252322.8205128205
1,1,2,2,3,2,9,35144167690000.0,623481000,56367.66427525458
1,1,5,4,7,5,9,58217520000.0,156000,373189.23076923075
2,1,4,2,1,7,5,34705180000.0,14000,2478941.4285714286
1,1,1,4,3,7,9,53624513520000.0,291770000,183790.36062652088
2,1,5,5,1,2,2,1010396080000.0,10135000,99693.74247656636
1,1,0,5,3,6,9,1761382100000.0,5803000,303529.57091159746
1,1,0,0,6,5,9,16628101720000.0,244051000,68133.71680509402
1,1,5,4,7,4,9,5431234750000.0,10288000,527919.3963841369
1,1,2,2,4,2,9,157684637170000.0,1840638000,85668.46776498148
1,2,2,0,7,1,7,3762896810000.0,2275000,1654020.5758241757
1,1,1,0,7,5,9,4570658220000.0,8032000,569056.0532868525
1,1,2,4,6,5,9,724408030000.0,9494000,76301.66736886455
2,1,3,5,1,4,2,502485770000.0,245000,2050962.3265306123
1,1,3,2,6,5,9,8125900000.0,209000,38879.904306220094
1,1,0,4,4,6,9,58626773530000.0,149384000,392456.8463155358
1,1,5,0,5,6,9,304612610000.0,5642000,53990.18255937611
1,1,4,2,4,3,9,6469992130000.0,43891000,147410.45157321545
1,1,1,1,7,2,9,127380759960000.0,986576000,129113.9861095344
2,1,2,4,1,0,2,15625490000.0,4000,3906372.5
1,1,2,5,3,2,9,57703030000.0,2051000,28134.09556313993
2,1,0,1,1,7,5,17043384860000.0,4208000,4050234.0446768063
1,1,2,4,3,3,9,418716420000.0,1637000,255782.78558338425
1,1,1,3,7,5,9,21253320000.0,170000,125019.5294117647
1,1,2,5,6,7,9,9928610000.0,23000,431678.6956521739
2,2,2,2,1,1,1,147246102290000.0,124350000,1184126.2749497388
1,1,1,4,7,2,9,593727920000.0,6656000,89201.91105769231
1,1,3,4,7,6,9,4554717460000.0,4826000,943787.2896808952
2,1,5,2,1,6,2,169889000000.0,2515000,67550.2982107356
1,1,2,5,7,6,9,79525440000.0,971000,81900.5561277034
1,1,3,1,5,3,9,1165000000.0,5000,233000.0
2,2,0,2,1,1,3,25345701010000.0,993000,25524371.61127895
2,2,1,1,1,1,0,2369660000.0,17000,139391.76470588235
2,1,5,3,1,7,5,29370000.0,6000,4895.0
2,1,4,3,1,3,2,99561720000.0,468000,212738.71794871794
1,1,0,5,4,7,9,203324760000.0,4634000,43876.72852826931
1,2,4,5,3,1,7,100000000.0,2000,50000.0
2,1,2,1,1,5,2,463449620000.0,5254000,88208.91130567186
1,1,1,5,7,7,9,2209156900000.0,1279000,1727253.2447224394
1,1,3,1,7,6,9,5590250000.0,127000,44017.71653543307
2,1,1,2,1,5,5,101190210000.0,13000,7783862.307692308
1,1,0,1,2,2,9,118153910000.0,8776000,13463.298769371011
1,1,1,0,4,6,9,102053380000.0,401000,254497.20698254363
1,1,5,1,2,6,9,6891320000.0,153000,45041.30718954248
1,1,5,2,5,2,9,291333350000.0,3669000,79404.02016898338
1,2,0,4,2,1,8,70413670000.0,202000,348582.52475247526
1,1,2,5,5,4,9,23671438530000.0,106536000,222191.9213223699
2,1,2,0,1,5,2,224181690000.0,2578000,86959.53840186191
1,2,4,4,4,1,7,3160940303370000.0,20956064000,150836.54561133235
2,1,1,4,1,7,2,68632234739999.99,20437000,3358234.3171698386
2,1,4,4,1,3,2,185242753200000.0,2393603000,77390.75911920231
2,1,5,5,1,5,5,11412044950000.0,297641000,38341.64295241583
1,1,3,4,2,5,9,90064970000.0,397000,226863.90428211587
1,1,0,5,6,3,9,268347000000.0,2355000,113947.77070063695
1,1,5,0,2,6,9,31318520000.0,1231000,25441.52721364744
2,2,0,2,1,1,3,8312121210000.0,672000,12369227.99107143
1,2,3,1,5,1,7,2821850000.0,3000,940616.6666666666
1,1,1,0,5,5,9,226396260000.0,567000,399287.9365079365
1,1,0,1,2,4,9,1568606660000.0,18596000,84351.83157668315
1,1,2,2,3,3,9,1429405656200000.0,9575320000,149280.19702735782
1,2,5,4,4,1,7,479152411880000.0,2615184000,183219.3879589352
1,1,5,2,6,2,9,20183440000.0,596000,33864.8322147651
1,1,4,4,7,5,9,51766960020000.0,434931000,119023.38536457506
1,1,3,5,3,7,9,2444000000.0,4000,611000.0
1,1,0,5,3,2,9,2349427340000.0,22559000,104145.89919765947
1,1,1,5,6,5,9,133550740000.0,2676000,49906.85351270553
1,2,5,1,7,1,7,2925128300000.0,23094000,126661.8299125314
2,1,1,1,1,2,2,351637405090000.0,1269516000,276985.4063202039
1,1,1,4,6,2,9,9039154340000.0,83686000,108012.7421551992
1,1,5,3,6,7,9,657301780000.0,819000,802566.2759462759
1,1,4,4,2,5,9,26952988220000.0,866103000,31119.841658555622
1,2,5,5,3,1,8,332321660000.0,1361000,244174.6216017634
1,1,1,0,5,5,9,1177569590000.0,35836000,32859.96177028686
1,2,5,5,6,1,7,2607390647400000.0,3334040000,782051.3993233434
2,1,1,4,1,7,2,1360710130000.0,4418000,307992.33363512903
1,1,4,2,2,4,9,146263490000.0,6260000,23364.774760383385
1,1,0,1,7,6,9,25523600000.0,33000,773442.4242424242
1,1,0,4,7,0,9,13383600000.0,3000,4461200.0
1,2,5,4,6,1,7,27467518650000.0,25425000,1080335.0501474927
1,1,4,3,7,4,9,6377908000000.0,5445000,1171332.9660238752
1,1,0,5,6,2,9,47092680000.0,525000,89700.34285714285
1,1,1,5,2,7,9,785766010000.0,5676000,138436.5768146582
1,1,4,4,5,2,9,943327341470000.0,8086229000,116658.49946495456
1,1,0,1,3,2,9,1424848450000.0,19819000,71893.05464453303
1,1,5,5,6,4,9,17895061330000.0,180395000,99199.31999223925
1,1,1,3,6,2,9,18442440000.0,259000,71206.33204633204
1,1,3,1,0,2,9,654480000.0,24000,27270.0
1,1,2,2,6,2,9,80574244620000.0,744492000,108227.14632259312
1,1,3,3,6,4,9,1147560000.0,25000,45902.4
2,2,1,4,1,1,0,4883602286070000.0,145102000,33656340.271464214
1,2,4,0,7,1,7,272258180000.0,248000,1097815.2419354839
1,1,3,2,4,7,9,7815960000.0,253000,30893.122529644268
1,1,1,1,6,5,9,31235414550000.0,890957000,35058.273912209006
2,1,3,4,1,3,2,28726930000.0,26000,1104881.923076923
1,1,5,5,7,6,9,980937791100000.0,2024425000,484551.31264433113
1,1,3,3,2,7,9,1034870000.0,22000,47039.545454545456
2,1,0,4,1,2,5,264134880000.0,283000,933338.7985865724
2,2,1,4,1,1,0,155591600000.0,208000,748036.5384615385
1,1,0,1,2,6,9,267531230000.0,13214000,20246.044346904797
2,1,0,1,1,5,2,527933880000.0,5844000,90337.76180698152
1,1,1,5,2,6,9,1266891690000.0,13496000,93871.6427089508
1,1,5,4,2,2,9,3617452420000.0,132007000,27403.489360412706
1,1,1,1,4,6,9,130556799360000.0,3825016000,34132.35378884689
1,2,4,1,6,1,7,4077980000.0,18000,226554.44444444444
1,1,5,3,3,4,9,7563630000.0,28000,270129.64285714284
1,1,0,5,2,2,9,7127800000.0,250000,28511.2
1,1,3,0,4,5,9,57062680000.0,556000,102630.71942446043
1,2,3,0,6,1,7,3363300000.0,11000,305754.54545454547
1,2,2,5,6,1,7,73139419030000.0,977704000,74807.32310597072
1,1,5,1,7,3,9,826548000000.0,3689000,224057.46814854976
1,1,1,3,7,6,9,6709000000.0,73000,91904.1095890411
1,1,0,5,2,5,9,133881260000.0,4111000,32566.592070055947
1,2,3,5,3,1,8,1345000000.0,6000,224166.66666666666
1,2,3,4,6,1,7,15185873950000.0,48725000,311664.9348383786
1,1,5,4,6,6,9,286124500000.0,6417000,44588.51488234378
1,1,4,5,3,3,9,838865550000.0,25464000,32943.19627709708
1,1,5,3,4,5,9,9675960000.0,140000,69114.0
1,2,0,1,2,1,8,394110000.0,22000,17914.090909090908
1,2,5,4,3,1,8,27764850000.0,197000,140938.32487309646
2,1,2,2,1,7,5,971773970000.0,410000,2370180.4146341463
1,1,1,5,5,2,9,2819652710000.0,28532000,98824.2222767419
1,1,5,3,6,0,9,915000000.0,3000,305000.0
1,1,0,2,5,4,9,769855890000.0,19098000,40310.812126924284
2,1,3,5,1,3,2,4379918590000.0,13620000,321579.9258443465
1,2,5,2,3,1,8,321180000.0,16000,20073.75
1,1,5,1,7,7,9,117739000000.0,1545000,76206.47249190939
2,1,1,2,1,4,5,32965320000.0,18000,1831406.6666666667
2,2,0,0,1,1,4,17573560000.0,5000,3514712.0
1,2,5,5,2,1,7,190000000.0,4000,47500.0
1,1,2,5,2,3,9,167213240000.0,6863000,24364.45286317937
1,1,0,1,3,4,9,504037980000.0,1448000,348092.5276243094
1,2,0,0,4,1,8,2347280000.0,2000,1173640.0
1,1,1,2,5,5,9,73037360000.0,380000,192203.57894736843
1,1,3,5,4,7,9,44568380000.0,498000,89494.7389558233
1,1,5,4,6,3,9,1249748840000.0,10536000,118617.01214882308
1,1,2,5,2,5,9,90151940000.0,4411000,20437.982316934937
1,1,4,4,6,7,9,600000000.0,1000,600000.0
1,1,5,4,2,2,9,564450360000.0,15642000,36085.56194859993
1,1,5,3,7,6,9,197650000.0,2000,98825.0
1,2,5,1,4,1,7,84331660000.0,219000,385076.07305936073
1,1,4,0,7,3,9,95302070000.0,1895000,50291.32981530343
1,1,2,5,2,6,9,61496670000.0,2942000,20903.014955812374
1,1,2,0,6,5,9,548475640000.0,9440000,58101.233050847455
1,2,3,5,5,1,7,13683514600000.0,6925000,1975958.78700361
2,2,1,0,1,1,4,51483100000.0,2000,25741550.0
1,2,2,0,5,1,7,499230000.0,1000,499230.0
1,1,1,4,4,0,9,13861700000.0,46000,301341.3043478261
1,1,4,2,6,2,9,12506660000.0,398000,31423.768844221104
1,1,4,0,6,2,9,5006327480000.0,26138000,191534.4509908945
2,2,4,4,1,1,0,3.6914492757519e+17,24961561000,14788535.363441013
1,1,1,2,6,4,9,633122530000.0,12711000,49809.02604043741
1,1,2,4,2,7,9,907127470000.0,8594000,105553.58040493367
1,1,2,1,2,7,9,800354180000.0,11100000,72103.98018018018
1,1,4,2,4,5,9,553055140000.0,19286000,28676.508348024472
2,1,1,3,1,6,5,260000000.0,2000,130000.0
1,1,3,2,4,6,9,750000000.0,4000,187500.0
1,2,5,4,6,1,7,897080000.0,5000,179416.0
1,1,3,3,3,3,9,22857300710000.0,57035000,400759.19540632947
1,1,4,3,6,7,9,19322400000.0,123000,157092.68292682926
1,2,3,4,4,1,7,21301385750000.0,13897000,1532804.6161041951
1,1,2,4,2,0,9,30000000.0,1000,30000.0
1,1,5,5,7,3,9,6360228570000.0,43548000,146050.99131992285
1,1,3,0,6,7,9,3438860000.0,50000,68777.2
1,1,4,0,2,4,9,51487220000.0,705000,73031.51773049646
1,2,4,2,7,1,7,6665710000.0,37000,180154.32432432432
2,1,5,3,1,7,2,119634460000.0,25000,4785378.4
1,1,0,2,4,2,9,112317230000.0,2678000,41940.71321882001
1,1,3,1,7,7,9,233016450000.0,326000,714774.3865030674
2,1,0,4,1,6,2,268469429390000.0,962254000,279000.58548990183
1,1,0,5,6,5,9,23368131200000.0,42453000,550447.1109226674
1,2,1,0,5,1,7,217358007330000.0,5103056000,42593.69431376023
1,1,3,2,0,7,9,19000000.0,1000,19000.0
2,1,5,3,1,5,2,31779450000.0,537000,59179.608938547484
1,1,2,0,2,4,9,336593330000.0,12306000,27351.968958231755
1,1,1,0,3,4,9,372157390000.0,1816000,204932.48348017622
1,1,1,0,4,4,9,3105327630000.0,72854000,42623.982622779804
1,2,1,2,6,1,7,73835350000.0,28000,2636976.785714286
1,2,5,4,3,1,7,1244759540000.0,2080000,598442.0865384615
2,1,4,0,1,5,2,1555209980000.0,5849000,265893.3116772098
1,1,1,2,2,4,9,70215190000.0,603000,116443.10116086235
1,2,1,4,3,1,7,4004408375170000.0,74090628000,54047.4346521938
1,1,1,1,4,7,9,73397802640000.0,1983162000,37010.49265768505
2,1,3,4,1,2,2,35939700000.0,680000,52852.5
1,1,1,0,5,3,9,184207670000.0,502000,366947.54980079684
1,1,5,5,4,2,9,952662950000.0,26635000,35767.334334522246
1,1,4,5,2,5,9,73521110000.0,761000,96611.1826544021
1,1,2,4,7,7,9,2726133790000.0,2697000,1010802.2951427512
1,1,2,4,2,5,9,35070720000.0,539000,65066.27087198516
1,1,5,4,7,4,9,55579491550000.0,108469000,512399.77827766456
1,1,5,3,3,2,9,46000000.0,3000,15333.333333333334
1,1,1,3,2,5,9,76955200000.0,882000,87250.79365079365
1,1,0,2,7,4,9,240527390000.0,2680000,89749.02611940299
1,1,4,5,7,5,9,70599102370000.0,115727000,610048.6694548377
1,1,1,2,6,5,9,696653270000.0,14597000,47725.78406521888
1,1,1,2,2,7,9,16073800000.0,89000,180604.49438202247
1,1,5,0,7,5,9,86220750000.0,1087000,79319.91720331187
1,1,5,1,2,6,9,86753980000.0,4349000,19948.029432053347
1,1,0,2,5,3,9,50370094210000.0,179229000,281037.6345903844
1,2,5,5,3,1,8,107197320000.0,559000,191766.22540250447
1,1,5,2,7,5,9,10992046990000.0,24134000,455458.97861937515
1,1,0,0,6,4,9,1461528310000.0,3646000,400858.0115194734
1,1,4,4,5,0,9,27789880000.0,160000,173686.75
1,2,4,4,3,1,7,10188650000.0,386000,26395.466321243523
1,1,3,5,7,5,9,1706961400000.0,1610000,1060224.4720496894
1,1,2,0,4,2,9,1015242430000.0,12379000,82013.28297923904
1,1,4,0,6,5,9,68777362300000.0,131373000,523527.37853287964
2,2,2,5,1,1,3,34771020000.0,16000,2173188.75
1,1,3,1,4,4,9,10261300000.0,35000,293180.0
1,1,5,1,4,0,9,14000000.0,2000,7000.0
1,1,1,2,7,2,9,3344010000.0,191000,17507.905759162302
1,2,2,5,7,1,7,476975800000.0,1094000,435992.5045703839
1,1,4,3,7,3,9,1812400000.0,25000,72496.0
1,1,2,4,4,6,9,31930472760000.0,94320000,338533.4262086514
1,1,5,2,3,5,9,2131279220000.0,12868000,165626.2993472179
2,1,1,4,1,2,5,12995690000.0,12000,1082974.1666666667
1,1,5,2,7,5,9,20474880000.0,44000,465338.1818181818
1,1,4,5,2,6,9,431295430000.0,2821000,152887.4264445232
1,1,4,4,6,2,9,1776729510000.0,48134000,36912.15170149998
2,1,2,2,1,2,2,1076252150000.0,8789000,122454.44874274661
1,1,5,2,3,3,9,6403822820000.0,50767000,126141.44660901767
1,2,4,3,4,1,7,1590785520000.0,6096000,260955.62992125985
2,1,5,4,1,4,2,31972891020000.0,61181000,522595.10338176886
1,2,4,4,3,1,8,188819988320000.0,512911000,368134.0199761752
1,1,4,1,2,3,9,385552340000.0,4327000,89103.8456205223
1,1,4,1,2,6,9,111208120000.0,905000,122881.90055248619
1,1,4,2,6,5,9,548463470000.0,9304000,58949.21216680997
1,1,0,2,3,3,9,9183757250000.0,71055000,129248.57152909717
2,1,1,5,1,3,5,27830420000.0,6000,4638403.333333333
1,1,2,1,2,4,9,424752210000.0,20123000,21107.79754509765
1,1,3,3,7,3,9,247056600000.0,648000,381260.18518518517
2,1,2,4,1,3,2,92478570000.0,537000,172213.35195530727
1,1,1,5,5,6,9,195351400000.0,5196000,37596.497305619705
1,1,0,4,3,3,9,67365070930000.01,396544000,169880.44436430765
2,1,1,1,1,6,5,240010000.0,4000,60002.5
1,1,5,5,2,5,9,7927355730000.0,202840000,39081.81685071978
1,1,1,2,4,6,9,70280740000.0,283000,248341.8374558304
1,1,1,0,4,5,9,80799740820000.0,374568000,215714.47859934645
1,1,2,0,5,6,9,568249960000.0,16345000,34765.98103395534
2,1,0,5,1,2,2,20749676180000.0,160954000,128916.80964747691
2,2,3,2,1,1,0,38858480000.0,119000,326541.8487394958
2,1,5,0,1,3,5,39000000000.0,1000,39000000.0
1,1,5,2,2,2,9,14760650000.0,1060000,13925.141509433963
1,1,4,2,3,4,9,540700570000.0,20212000,26751.462992281813
1,1,1,4,4,6,9,165289190790000.0,751134000,220052.86778391074
1,2,5,2,3,1,7,29058800000.0,55000,528341.8181818182
2,1,0,3,1,4,2,80799180000.0,200000,403995.9
1,1,1,3,5,6,9,6012830000.0,212000,28362.405660377357
1,1,5,5,2,7,9,331069300000.0,2044000,161971.28180039139
2,1,3,1,1,5,2,1208429710000.0,62000,19490801.774193548
1,2,5,0,3,1,7,159223834440000.0,3298691000,48268.79342139049
2,1,0,4,1,4,2,574341588900000.0,2394338000,239874.90024382522
1,1,1,4,2,6,9,1024431130000.0,57486000,17820.532477472774
2,1,4,2,1,6,5,2710120000.0,12000,225843.33333333334
1,2,2,1,2,1,7,1132386850000.0,22541000,50236.761900536796
1,1,4,3,3,4,9,7058190000.0,39000,180979.23076923078
1,1,5,4,5,6,9,11217577040000.0,22508000,498381.7771459037
1,2,2,5,5,1,7,150000000.0,1000,150000.0
2,1,1,1,1,2,5,467000000.0,2000,233500.0
1,2,0,1,3,1,7,83970000.0,2000,41985.0
1,2,0,0,6,1,7,87678020000.0,219000,400356.25570776255
2,1,0,2,1,6,5,1833492310000.0,872000,2102628.7958715595
1,1,1,0,6,2,9,456375980000.0,4507000,101259.36986909252
1,1,2,5,2,6,9,1585980000.0,72000,22027.5
2,1,0,2,1,4,2,171326090000.0,3052000,56135.67824377457
1,1,1,2,3,3,9,10194380980000.0,100674000,101261.30858016966
1,1,5,0,5,6,9,177723950000.0,4272000,41602.04822097378
1,1,2,3,6,0,9,3115000000.0,10000,311500.0
1,1,4,5,4,7,9,40375942130000.0,83637000,482752.1567009816
1,1,5,5,7,5,9,3362496400000.0,47833000,70296.58185771329
1,1,1,3,4,2,9,3130000.0,2000,1565.0
1,1,4,3,7,0,9,6100000.0,1000,6100.0
2,1,4,4,1,4,5,17374326250000.0,10535000,1649200.4034171808
1,1,0,3,2,6,9,29337100000.0,192000,152797.39583333334
1,2,1,1,3,1,7,2289900285690000.0,7261501000,315348.0644965827
1,1,4,2,3,3,9,343998640000.0,11579000,29708.838414370843
1,2,0,1,7,1,7,141689290000.0,28000,5060331.785714285
2,1,0,1,1,5,5,14282677080000.0,5308000,2690783.172569706
1,2,3,2,3,1,8,2000000.0,1000,2000.0
1,1,1,2,5,4,9,89779820000.0,420000,213761.47619047618
1,1,3,5,5,4,9,883719780000.0,1112000,794712.0323741008
1,1,2,4,3,2,9,65635830000.0,2144000,30613.72667910448
1,1,3,5,4,5,9,3465720060000.0,6931000,500031.7501082095
1,1,4,4,3,6,9,50660158480000.0,2291793000,22105.03238294209
1,1,2,3,5,3,9,1327845110000.0,8859000,149886.56846145162
1,2,2,4,3,1,7,110370000.0,1000,110370.0
1,1,0,5,4,7,9,79109050000.0,98000,807235.2040816327
1,1,4,4,6,6,9,1.4275108431939998e+16,27140329000,525974.0378217227
1,1,5,0,2,2,9,59953500000.0,3831000,15649.569303054033
1,1,0,1,5,2,9,12216470000.0,523000,23358.45124282983
2,1,5,4,1,4,2,11508939900000.0,69532000,165520.04688488753
1,1,2,1,4,3,9,61350347580000.0,366092000,167581.77611092295
1,1,1,1,2,3,9,3875469860000.0,45124000,85884.89185355908
1,2,0,0,2,1,8,1942650000.0,20000,97132.5
1,1,3,1,2,7,9,22301510000.0,134000,166429.1791044776
1,1,3,2,5,5,9,44900430000.0,638000,70376.84952978056
1,1,3,4,2,6,9,41707940000.0,195000,213886.87179487178
1,1,3,1,6,4,9,42043380000.0,599000,70189.28213689482
1,1,1,0,6,3,9,28238660000.0,193000,146314.30051813473
2,2,4,2,1,1,0,1028155443730000.0,120634000,8522932.537510155
1,2,0,0,0,1,7,286400000.0,3000,95466.66666666667
1,1,1,2,5,4,9,1021364470000.0,30904000,33049.58807921305
1,1,4,1,3,7,9,8635063080000.0,36643000,235653.82419561717
1,1,4,1,4,5,9,43609430500000.0,221991000,196446.8401872148
1,1,0,1,7,5,9,751716640000.0,10906000,68926.88795158628
1,1,1,4,3,7,9,2395112100000.0,102237000,23427.05771882978
1,1,3,5,5,2,9,240000000.0,6000,40000.0
1,2,4,1,4,1,8,25611690000.0,810000,31619.37037037037
1,1,5,5,2,2,9,148753784920000.0,1354083000,109855.73625841252
1,2,1,3,6,1,7,73243650000.0,425000,172338.0
1,2,4,0,4,1,8,857160000.0,5000,171432.0
1,1,5,5,2,2,9,874787130000.0,3474000,251809.76683937825
1,1,3,4,4,2,9,54559430000.0,313000,174311.27795527157
1,2,0,4,6,1,7,625367638660000.0,8782280000,71207.89119226442
1,2,3,5,6,1,7,2884016620000.0,12262000,235199.52862502038
1,1,4,1,5,2,9,1206512620000.0,23931000,50416.3060465505
1,2,1,5,3,1,8,1000000.0,1000,1000.0
1,2,5,1,6,1,7,65729950110000.0,1512234000,43465.4624284337
1,2,3,3,7,1,7,69465710000.0,163000,426170.0
1,1,0,0,5,2,9,1273500250000.0,30757000,41405.216698637705
1,1,4,3,4,2,9,1123330000.0,36000,31203.61111111111
1,1,2,5,4,4,9,1123326480000.0,24107000,46597.5227112457
1,2,0,2,5,1,7,32522380000.0,227000,143270.39647577092
1,1,0,1,6,2,9,2097700000.0,256000,8194.140625
1,2,4,0,3,1,8,89176613620000.0,624432000,142812.36967355933
2,1,4,1,1,5,5,4837220000.0,24000,201550.83333333334
1,1,2,5,6,5,9,1186576000000.0,5762000,205931.27386324192
2,1,4,0,1,7,2,5290434850000.0,34109000,155103.7805271336
1,1,2,2,4,6,9,21261328000000.0,826748000,25716.81818401738
1,1,5,5,3,3,9,207002520570000.0,935974000,221162.68247835943
2,1,2,4,1,2,2,21852970000.0,703000,31085.305832147937
1,1,4,2,3,7,9,195596070000.0,6817000,28692.39694880446
1,2,0,0,0,1,7,425000000.0,1000,425000.0
2,1,2,0,1,2,5,4244050000.0,9000,471561.1111111111
1,1,2,0,6,2,9,1189500000.0,68000,17492.647058823528
1,1,5,2,5,5,9,3077738670000.0,13123000,234530.11277909015
