PAG_PFPJ,REC_PFPJ,PAG_REGIAO,REC_REGIAO,PAG_IDADE,REC_IDADE,NATUREZA,VALOR,QUANTIDADE,TICKET_MEDIO
2,1,1,2,1,5,2,141650160000.0,2633000,53798.00987466768
1,2,4,1,5,1,7,32713457780000.0,91262000,358456.5074182025
1,1,2,2,2,4,9,8793754580000.0,381623000,23043.041378533264
1,2,3,4,4,1,8,24208650000.0,14000,1729189.2857142857
1,1,3,3,5,3,9,1669250000.0,40000,41731.25
1,2,0,0,2,1,7,1539550000.0,35000,43987.142857142855
1,1,2,3,6,5,9,154892570000.0,1031000,150235.27643064986
2,1,4,4,1,3,2,1.196774939183e+16,29127216000,410878.588322001
1,1,4,2,0,4,9,280000000.0,2000,140000.0
1,1,4,1,7,4,9,1084253810000.0,23118000,46900.84825676962
1,2,3,5,4,1,8,413067560000.0,501000,824486.1477045908
2,1,3,3,1,5,2,549396920000.0,608000,903613.3552631579
1,2,1,5,2,1,7,585479540000.0,1355000,432088.221402214
1,2,3,1,7,1,7,2236795000000.0,1583000,1413010.1073910296
1,1,5,1,2,4,9,487892830000.0,5305000,91968.48821866165
1,1,5,3,7,5,9,651385780000.0,223000,2921012.466367713
1,1,1,2,7,7,9,114639150000.0,2141000,53544.675385333954
1,1,3,1,7,4,9,10163680000.0,265000,38353.50943396227
1,1,2,3,2,3,9,780000000.0,5000,156000.0
1,1,1,4,3,6,9,513529130000.0,2302000,223079.5525629887
1,1,3,1,3,7,9,185649110000.0,420000,442021.6904761905
1,2,0,1,6,1,7,6335467750000.0,69026000,91783.7879929302
2,1,2,3,1,5,2,2629200000.0,62000,42406.45161290323
1,1,0,3,7,2,9,2156000000.0,6000,359333.3333333333
1,1,4,1,5,2,9,5020278070000.0,62428000,80417.08960722752
2,1,5,5,1,2,2,2646132490000.0,29755000,88930.68358259115
1,1,5,1,6,3,9,215627800000.0,4961000,43464.58375327555
2,1,1,5,1,6,5,126491570000.0,10000,12649157.0
1,1,5,4,3,5,9,8352539430000.0,38201000,218647.14091254157
1,1,4,1,5,7,9,4616713440000.0,91268000,50584.14164877065
1,1,2,2,4,5,9,258593068250000.0,1717017000,150606.00346414742
1,1,0,4,4,4,9,23032747350000.0,82599000,278850.1961282824
2,2,0,2,1,1,0,21984779770000.0,27178000,808918.2342335712
1,2,3,1,3,1,8,58307310000.0,206000,283045.1941747573
1,1,2,0,6,5,9,380636790000.0,8446000,45067.10750651196
1,2,4,4,4,1,7,126647950000.0,491000,257938.7983706721
1,1,3,2,2,5,9,1473180000.0,78000,18886.923076923078
1,1,5,2,2,6,9,40699400000.0,2156000,18877.272727272728
1,1,3,1,3,7,9,10293080000.0,453000,22722.030905077263
2,2,1,4,1,1,1,18510000.0,2000,9255.0
1,1,5,4,3,0,9,627760000.0,3000,209253.33333333334
1,1,3,0,4,7,9,302700690000.0,318000,951888.962264151
1,1,5,3,2,6,9,175860020000.0,357000,492605.09803921566
2,1,4,3,1,2,2,258610840000.0,393000,658042.8498727735
1,2,3,5,5,1,7,2019692910000.0,1218000,1658204.3596059114
2,1,4,4,1,7,2,17909531540000.0,160747000,111414.40611644385
1,1,3,5,3,3,9,5602930000.0,30000,186764.33333333334
2,1,0,3,1,0,2,4845290000.0,93000,52099.89247311828
1,2,3,1,4,1,7,11055110000.0,37000,298786.75675675675
1,1,1,3,7,0,9,156000000.0,9000,17333.333333333332
1,2,1,2,3,1,7,4204031280000.0,15684000,268045.8607498087
1,1,4,3,2,3,9,37916670000.0,232000,163433.9224137931
1,2,0,1,6,1,8,5466510000.0,122000,44807.45901639344
1,1,1,4,5,3,9,123116614160000.0,728983000,168888.1827971297
2,2,1,2,1,1,0,64918598910000.0,36726000,1767646.8689756575
2,2,3,0,1,1,0,82507950000.0,172000,479697.38372093026
1,1,0,4,7,7,9,277020550000.0,90000,3078006.111111111
2,2,3,4,1,1,0,33584012630000.0,223960000,149955.4055634935
2,1,5,4,1,4,2,765555764560000.0,1895564000,403867.0097976117
2,2,0,0,1,1,3,513992269360000.0,6017000,85423345.41465847
1,2,3,0,5,1,8,271650000.0,4000,67912.5
1,2,5,1,3,1,7,118756870000.0,148000,802411.2837837838
1,1,5,2,2,7,9,45652830000.0,440000,103756.43181818182
2,1,2,4,1,4,2,1150465940000.0,3740000,307611.2139037433
1,1,3,3,2,5,9,170271230000.0,864000,197073.18287037036
1,1,3,1,0,5,9,38000000.0,3000,12666.666666666666
1,1,1,1,5,4,9,140180149280000.0,2972950000,47151.86911317042
1,2,0,4,5,1,7,1414879552940000.0,19436726000,72794.12967698366
1,1,4,4,4,5,9,19453160890000.0,67935000,286349.6119820417
2,1,4,3,1,0,2,334590000.0,7000,47798.57142857143
2,1,3,0,1,4,2,305767900000.0,89000,3435594.382022472
1,1,0,3,5,7,9,570862160000.0,524000,1089431.6030534352
1,2,1,5,4,1,7,2976339650000.0,7784000,382366.3476361768
2,1,3,3,1,5,2,28357780000.0,126000,225061.74603174604
1,1,1,2,3,4,9,2111343350000.0,65772000,32100.944930973666
1,2,0,3,3,1,7,420300000.0,5000,84060.0
1,2,3,0,6,1,7,151518640000.0,185000,819019.6756756756
2,1,4,5,1,6,2,16592595960000.0,141441000,117311.07642055699
1,1,5,1,7,6,9,182134190000.0,2979000,61139.37227257469
1,2,0,4,4,1,8,4029487110000.0,5064000,795712.3045023697
2,1,5,0,1,3,5,17702610000.0,232000,76304.35344827586
1,2,1,4,5,1,7,443844276160000.0,504062000,880535.0852871274
2,2,4,0,1,1,0,130000000.0,1000,130000.0
2,1,1,4,1,6,5,633993810000.0,56000,11321318.035714285
1,1,5,3,2,6,9,1110090000.0,30000,37003.0
1,2,2,4,3,1,7,1525379871440000.0,27438576000,55592.53043743961
1,2,1,4,7,1,7,4260430000.0,161000,26462.298136645964
1,1,3,4,2,3,9,750500000.0,3000,250166.66666666666
1,2,0,4,7,1,7,78339660230000.0,355867000,220137.467733732
1,1,2,1,5,5,9,133856900000.0,341000,392542.22873900295
1,1,2,5,6,2,9,199145420000.0,1537000,129567.61223162003
1,2,3,5,4,1,8,1215420000.0,17000,71495.29411764706
2,1,5,1,1,7,5,834810000.0,57000,14645.78947368421
2,1,1,0,1,7,2,263165060000.0,700000,375950.0857142857
1,1,0,3,3,3,9,31087810000.0,340000,91434.73529411765
1,1,5,5,3,5,9,32608164310000.0,657199000,49616.880594766575
1,1,0,2,6,5,9,256325130000.0,6674000,38406.52232544201
1,2,1,2,4,1,8,1826430000.0,11000,166039.0909090909
1,2,0,2,3,1,8,4558100000.0,10000,455810.0
1,2,1,1,7,1,7,13430000000.0,29000,463103.4482758621
1,1,0,1,2,2,9,2561644630000.0,95225000,26900.96749803098
1,1,5,1,7,7,9,661544090000.0,1333000,496282.1380345086
1,1,4,4,2,7,9,5881966570000.0,340609000,17268.96990390741
1,1,0,0,3,5,9,19869672760000.0,723032000,27481.04200090729
1,2,0,5,5,1,7,115578661090000.0,87187000,1325640.991088121
2,1,5,5,1,7,2,2825316708990000.0,1644363000,1718183.095210729
1,1,0,3,6,2,9,356000000.0,8000,44500.0
1,1,0,2,3,6,9,14682977990000.0,54360000,270106.2912067697
2,1,0,5,1,3,2,467740290000.0,1674000,279414.74910394265
2,1,4,4,1,6,5,5843707920000.0,2289000,2552952.346002621
2,1,1,1,1,7,5,289500000.0,4000,72375.0
2,2,1,1,1,1,0,1030000000.0,3000,343333.3333333333
1,1,3,1,3,3,9,2141890070000.0,10294000,208071.69904798912
1,1,0,0,5,4,9,1601748781380000.0,4664572000,343386.01298897306
1,1,4,5,6,7,9,87820170000.0,154000,570260.8441558442
1,2,0,1,3,1,7,3458952450000.0,13589000,254540.61741114137
1,2,5,0,2,1,8,1745900000.0,21000,83138.09523809524
2,1,4,5,1,3,5,429380000.0,4000,107345.0
2,1,5,3,1,0,2,105980000.0,3000,35326.666666666664
1,1,2,1,6,7,9,48938210000.0,55000,889785.6363636364
1,1,1,0,5,7,9,473083660000.0,12106000,39078.44539897572
1,1,1,4,2,2,9,8391318110000.0,350216000,23960.407605591976
1,1,2,2,7,4,9,509065150000.0,1508000,337576.3594164456
1,2,4,2,5,1,7,16612975850000.0,7458000,2227537.6575489407
1,2,2,1,2,1,7,62734360000.0,222000,282587.2072072072
1,1,4,0,2,2,9,65665920000.0,1003000,65469.51146560319
1,2,1,3,2,1,7,38915820000.0,1303000,29866.32386799693
1,1,0,0,4,0,9,1050000000.0,2000,525000.0
1,2,4,2,7,1,8,124497730000.0,34000,3661697.9411764704
1,1,4,0,4,2,9,8881018150000.0,61582000,144214.5131694326
1,1,4,5,3,5,9,7887927520000.0,34005000,231963.7559182473
1,1,4,5,6,6,9,254547720000.0,5116000,49755.2228303362
2,1,3,2,1,4,2,4989051560000.0,1228000,4062745.5700325733
1,1,5,2,7,2,9,5103350000.0,66000,77323.48484848485
1,1,0,0,7,3,9,1560064480000.0,32032000,48703.31168831169
1,1,1,0,2,2,9,279085600000.0,1281000,217865.4176424668
1,1,0,1,2,2,9,49264580000.0,2762000,17836.560463432295
1,1,4,2,7,5,9,89068290000.0,2055000,43342.233576642335
1,1,4,5,7,5,9,600333020000.0,5703000,105266.17920392776
1,1,4,5,2,2,9,17226090000.0,692000,24893.193641618498
1,1,0,1,5,4,9,1925143810000.0,47328000,40676.63560682894
1,2,5,3,7,1,7,494900000.0,6000,82483.33333333333
1,1,0,2,2,2,9,43258000000.0,3635000,11900.412654745529
1,1,5,5,4,4,9,2899320666250000.0,7363404000,393747.33020896313
2,2,2,2,1,1,3,367996630000.0,193000,1906718.2901554403
1,2,5,0,4,1,7,20001065130000.0,83884000,238437.1886176148
1,2,1,1,5,1,7,2012459167480000.0,28717808000,70077.04653084943
2,1,1,1,1,5,5,11096012440000.0,2014000,5509440.139026812
1,1,3,3,6,7,9,632404110000.0,232000,2725879.7844827585
1,1,3,0,6,5,9,1664559380000.0,1929000,862913.1052358735
1,1,0,1,7,6,9,2034019220000.0,5674000,358480.65209728584
1,1,2,0,7,6,9,95266040000.0,1561000,61028.853299167204
2,2,4,5,1,1,3,701830000.0,5000,140366.0
1,2,2,1,3,1,7,38901594260000.0,81678000,476279.9561693479
2,1,5,0,1,2,2,3306789000000.0,10307000,320829.4363054235
1,1,4,1,3,4,9,36537512950000.0,267397000,136641.4468000763
1,1,5,5,2,2,9,449668199740000.0,3233294000,139074.3309269123
2,1,0,4,1,7,2,181537707990000.0,339170000,535241.053129699
1,1,2,2,4,2,9,3148275180000.0,86444000,36419.82300680209
1,1,4,2,3,3,9,956283600000.0,23974000,39888.362392591975
1,1,4,2,2,5,9,2110943170000.0,29214000,72257.93010200589
1,2,3,1,5,1,7,5247376960000.0,3952000,1327777.5708502023
2,1,0,5,1,3,2,154573953750000.0,758254000,203855.11154573533
1,2,4,3,2,1,7,134919320000.0,3367000,40071.07811107811
1,1,3,2,5,6,9,24533220000.0,480000,51110.875
1,2,5,2,7,1,7,14882813860000.0,6842000,2175213.952060801
1,1,4,4,5,2,9,13924108110000.0,204652000,68037.97720032054
1,1,3,3,5,4,9,2719000000.0,9000,302111.1111111111
1,1,3,0,2,2,9,5813580000.0,200000,29067.9
1,2,4,4,3,1,7,741748282600000.0,2590499000,286334.13199541863
1,1,0,2,7,2,9,90198390000.0,788000,114464.961928934
1,1,4,2,6,3,9,2438049430000.0,18774000,129863.07819324598
1,1,3,4,5,6,9,32260210000.0,746000,43244.24932975871
1,1,5,1,5,5,9,598729550000.0,13938000,42956.632945903286
1,1,0,4,7,5,9,202005830000.0,3824000,52825.792364016736
1,2,1,4,2,1,7,45032262930000.0,570746000,78900.70702203782
1,2,5,4,7,1,7,716113920000.0,289000,2477902.837370242
2,1,1,5,1,4,5,159738500000.0,24000,6655770.833333333
1,1,4,0,3,2,9,89680540000.0,1845000,48607.338753387536
1,1,4,4,3,5,9,81177381440000.0,3440199000,23596.710957709132
1,1,4,5,3,2,9,8082110250000.0,86046000,93927.78571926644
1,2,3,3,4,1,8,1493280000.0,9000,165920.0
1,1,3,5,4,4,9,100112960000.0,1032000,97008.68217054264
1,1,2,1,5,3,9,5144255490000.0,50454000,101959.31918182899
2,2,1,1,1,1,3,3526960000.0,6000,587826.6666666666
1,1,0,1,3,4,9,1715741630000.0,56344000,30451.186106772682
2,1,5,0,1,3,2,3912307740000.0,13945000,280552.72427393333
1,1,0,2,5,5,9,1118688800000.0,20089000,55686.634476579224
2,1,4,5,1,5,5,204254410000.0,65000,3142375.5384615385
1,1,4,5,6,6,9,87354350000.0,223000,391723.54260089685
1,1,0,2,6,6,9,146124780000.0,3850000,37954.488311688314
1,1,1,1,6,6,9,151337022510000.0,1312294000,115322.49824353385
1,1,2,4,7,4,9,403471600000.0,2743000,147091.3598250091
1,1,4,5,7,2,9,314072050000.0,2114000,148567.66792809838
1,1,4,1,7,6,9,54433870000.0,216000,252008.65740740742
2,1,2,5,1,7,2,8853397940000.0,535000,16548407.364485981
1,1,3,3,3,7,9,4646100000.0,75000,61948.0
1,1,4,4,6,6,9,22206170360000.0,31753000,699340.8610210059
2,1,1,5,1,7,5,132152570000.0,4000,33038142.5
2,1,1,4,1,6,2,456815730000.0,6902000,66185.9939148073
1,1,3,1,5,7,9,370000000.0,4000,92500.0
2,1,1,1,1,4,2,17035716750000.0,256503000,66415.27292078456
1,1,0,1,7,3,9,22727880000.0,100000,227278.8
2,1,0,0,1,7,2,8567145340000.0,59149000,144840.07066898848
1,1,1,3,3,4,9,2060655420000.0,12387000,166356.2945023008
1,1,4,0,7,7,9,55705158390000.0,47482000,1173184.7519059854
1,1,3,0,5,5,9,11835010000.0,342000,34605.29239766082
1,1,0,4,3,4,9,65030468470000.0,301091000,215982.77088986387
1,1,5,5,6,4,9,1802530100000.0,4820000,373968.90041493776
1,1,2,3,5,6,9,4643500000.0,205000,22651.219512195123
1,1,2,2,6,5,9,12971966960000.0,408175000,31780.405365345745
1,1,3,1,2,5,9,10038440000.0,136000,73812.05882352941
1,1,2,3,3,5,9,15497260000.0,27000,573972.5925925926
1,1,0,3,7,6,9,76319680000.0,97000,786800.8247422681
1,1,2,3,4,2,9,2305000000.0,2000,1152500.0
1,2,2,2,2,1,7,120000000.0,2000,60000.0
1,1,3,0,6,3,9,13383010000.0,90000,148700.11111111112
1,1,2,1,5,4,9,75156837480000.0,303127000,247938.44652571363
1,2,2,1,4,1,7,655477180000.0,2526000,259492.15360253365
2,2,5,1,1,1,0,500000000.0,1000,500000.0
1,1,1,4,7,2,9,5466444450000.0,42524000,128549.62962091995
1,2,5,0,4,1,7,220000000.0,1000,220000.0
1,1,5,4,3,6,9,1142366220000.0,24385000,46847.0871437359
1,1,5,5,6,7,9,11214307660000.0,124433000,90123.26038912508
1,2,2,5,4,1,7,15748630000.0,71000,221811.69014084508
2,2,2,1,1,1,1,8216970000.0,5000,1643394.0
1,1,0,1,5,3,9,2411993340000.0,44377000,54352.32981048741
2,1,4,1,1,7,2,9089768090000.0,82875000,109680.45960784314
1,2,2,1,6,1,7,40407211800000.0,57646000,700954.3038545606
2,1,1,4,1,3,2,2394938410000.0,9359000,255896.827652527
1,1,3,0,2,3,9,1281230000.0,33000,38825.15151515151
1,2,1,4,6,1,7,525000000.0,4000,131250.0
2,2,1,2,1,1,3,736678610000.0,79000,9325045.696202531
2,2,2,2,1,1,1,17439510000.0,9000,1937723.3333333333
1,1,4,3,3,3,9,94877700000.0,815000,116414.35582822085
1,1,3,4,7,5,9,22292160000.0,135000,165127.11111111112
1,1,5,2,5,6,9,16392890000.0,100000,163928.9
1,1,3,0,7,4,9,1039027790000.0,912000,1139284.8574561405
1,1,4,1,2,3,9,4659341430000.0,67302000,69230.35615583489
1,1,2,0,3,7,9,11690420030000.0,47685000,245159.27503407781
1,2,2,4,6,1,7,421733895810000.0,7685136000,54876.56897808965
1,1,3,5,6,7,9,711537810000.0,403000,1765602.506203474
1,2,4,4,6,1,7,16281162320000.0,79585000,204575.76578500975
1,1,3,1,2,4,9,132412550000.0,774000,171075.64599483204
1,1,0,4,4,3,9,1010144120000.0,25275000,39966.13728981207
1,2,3,4,3,1,7,106000000.0,1000,106000.0
1,2,4,3,5,1,7,5951220000.0,82000,72575.85365853658
1,1,4,2,2,3,9,85313850000.0,1064000,80182.18984962406
2,2,2,3,1,1,0,1430330000.0,5000,286066.0
1,1,2,4,6,6,9,21877718320000.0,47400000,461555.2388185654
1,1,2,3,6,7,9,1743390000.0,75000,23245.2
1,2,5,1,6,1,7,4075570720000.0,48441000,84134.73545137384
1,2,3,0,4,1,7,406702740000.0,2161000,188201.1753817677
1,1,0,5,4,5,9,3916927550000.0,13211000,296489.8607221255
1,1,5,2,7,7,9,554566640000.0,742000,747394.3935309973
1,1,3,1,0,2,9,478000000.0,13000,36769.230769230766
1,1,4,3,3,6,9,1749549800000.0,2712000,645114.233038348
1,1,3,5,5,5,9,77316190000.0,560000,138064.625
1,1,4,5,3,4,9,68447796840000.0,315335000,217063.74757004456
1,1,2,2,3,2,9,795123400000.0,8339000,95349.97002038614
2,1,4,3,1,4,5,2527840000.0,1000,2527840.0
1,1,1,2,4,4,9,83049382180000.0,381292000,217810.45020614122
1,2,0,3,7,1,7,1118770000.0,7000,159824.2857142857
1,2,3,4,7,1,7,1925888440000.0,613000,3141742.969004894
1,1,3,2,7,3,9,4667660000.0,53000,88069.05660377358
2,1,1,1,1,3,5,346000000.0,5000,69200.0
1,1,0,0,6,7,9,1372184490000.0,1377000,996502.8976034858
1,1,0,5,2,2,9,187664860000.0,3941000,47618.58919056077
1,1,5,0,7,3,9,7614250000.0,36000,211506.94444444444
2,1,1,3,1,4,2,7054900000.0,94000,75052.12765957447
1,2,4,1,3,1,7,30000000.0,1000,30000.0
1,2,5,2,5,1,8,350600000.0,12000,29216.666666666668
1,1,5,0,6,2,9,26736100000.0,548000,48788.50364963504
1,1,3,0,4,6,9,423340000.0,3000,141113.33333333334
2,2,1,4,1,1,1,78998660000.0,95000,831564.8421052631
1,1,5,4,6,2,9,24590940000.0,476000,51661.638655462186
1,1,1,5,3,6,9,14931954940000.0,74809000,199601.0498736783
1,1,4,4,4,6,9,870290642310000.0,3103923000,280384.09532388527
1,1,3,5,4,6,9,1620000000.0,4000,405000.0
1,1,2,4,7,6,9,64173850000.0,1383000,46401.916124367315
1,1,3,4,3,5,9,63927750000.0,1184000,53993.03209459459
1,1,2,3,5,4,9,109507510000.0,1233000,88813.87672343876
1,2,4,4,5,1,7,3642330000.0,16000,227645.625
2,1,4,0,1,2,2,110870367430000.0,967827000,114555.97687396611
1,2,5,2,6,1,7,14143641390000.0,401849000,35196.40807865641
1,1,0,5,6,5,9,2937035440000.0,5268000,557523.8116932422
1,2,0,2,7,1,8,505820000.0,4000,126455.0
1,1,2,2,2,5,9,117124371570000.0,1304615000,89776.96222257141
2,1,0,3,1,5,2,4994520000.0,17000,293795.29411764705
2,1,5,5,1,3,5,363756750000.0,254000,1432113.188976378
2,1,0,5,1,6,2,42852940890000.0,6869000,6238599.634590188
2,1,0,2,1,5,2,270188580000.0,1288000,209773.74223602485
2,2,5,0,1,1,3,51459410000.0,12000,4288284.166666667
1,1,1,1,6,3,9,257140006010000.0,1966201000,130780.12167118215
1,2,5,5,2,1,8,13070480000.0,92000,142070.4347826087
2,2,4,1,1,1,3,429120000.0,1000,429120.0
1,2,1,2,2,1,7,241168610000.0,2148000,112275.88919925512
1,1,1,3,2,3,9,22978600000.0,334000,68798.20359281437
1,1,1,5,2,6,9,234889270000.0,2030000,115709.0
1,2,2,2,6,1,7,817409157780000.0,1270334000,643460.0331723783
2,2,3,1,1,1,0,882093490000.0,5472000,161201.2956871345
1,1,4,4,5,4,9,850050000.0,7000,121435.71428571429
2,2,4,5,1,1,3,101529880000.0,59000,1720845.4237288137
1,2,2,2,3,1,7,2588629260000.0,7197000,359681.7090454356
1,1,0,5,2,2,9,40009680000.0,2772000,14433.506493506493
1,2,3,1,7,1,7,210000000.0,1000,210000.0
1,2,2,5,3,1,7,93900000.0,6000,15650.0
1,2,3,1,6,1,7,287633840000.0,1575000,182624.6603174603
1,1,2,0,6,5,9,16651180000.0,64000,260174.6875
1,1,0,2,2,2,9,23046200000.0,767000,30047.196870925683
1,1,0,1,7,7,9,5048180000.0,24000,210340.83333333334
1,2,1,1,6,1,7,96436550000.0,283000,340765.19434628973
2,1,2,2,1,2,5,1402565280000.0,4174000,336024.2644944897
1,2,3,4,2,1,7,203481460000.0,295000,689767.6610169491
1,1,0,3,5,6,9,27887640000.0,266000,104840.75187969925
1,1,4,4,6,0,9,100000000.0,1000,100000.0
1,1,0,3,7,3,9,378188320000.0,1274000,296851.114599686
1,1,2,2,0,7,9,1773000000.0,3000,591000.0
1,1,3,2,7,7,9,1492510000.0,36000,41458.61111111111
1,1,3,3,2,7,9,12367350000.0,92000,134427.71739130435
2,2,1,1,1,1,4,303655790000.0,82000,3703119.3902439023
1,1,0,4,2,0,9,18570000.0,3000,6190.0
1,2,2,5,3,1,8,8979180000.0,141000,63682.12765957447
1,2,0,0,7,1,7,2514623030000.0,651000,3862708.1874039937
1,1,2,5,6,5,9,11691666280000.0,37611000,310857.62888516654
1,1,1,3,7,7,9,3355140000.0,48000,69898.75
2,1,2,0,1,6,2,107456960000.0,1503000,71494.98336660014
2,1,2,4,1,2,2,434429800000.0,404000,1075321.287128713
1,2,0,1,4,1,7,100000000.0,1000,100000.0
1,1,4,2,5,7,9,14944676300000.0,30350000,492411.08072487643
1,1,0,0,2,2,9,7837242160000.0,73946000,105986.01898682823
1,1,0,0,3,4,9,4386967560000.0,16673000,263118.0687338811
1,2,4,1,5,1,7,681045880000.0,583000,1168174.7512864494
2,1,5,3,1,4,2,75653870000.0,1022000,74025.31311154598
1,1,5,2,6,2,9,1501121260000.0,9201000,163147.62091077058
2,1,2,2,1,6,5,108000000.0,2000,54000.0
1,1,0,4,5,6,9,230627510000.0,356000,647830.084269663
1,1,0,1,6,6,9,465171000000.0,9996000,46535.71428571428
1,1,3,1,3,5,9,65963200000.0,2179000,30272.234970169804
2,1,3,5,1,6,2,5873492200000.0,12052000,487345.85131098574
2,1,0,5,1,2,5,101414830000.0,81000,1252034.938271605
1,2,4,5,3,1,7,10803530000.0,71000,152162.39436619717
1,1,4,0,6,6,9,56711313220000.0,93746000,604946.4853967102
1,1,2,1,5,6,9,964132240000.0,25646000,37593.86415035483
1,1,2,0,4,2,9,13138610000.0,201000,65366.21890547263
1,1,1,1,3,5,9,585405649850000.0,4784700000,122349.49941480135
1,1,3,5,4,4,9,9966430000.0,29000,343670.0
1,2,3,3,4,1,7,1219000000.0,6000,203166.66666666666
1,2,2,4,3,1,7,10409498180000.0,41562000,250457.10456667148
2,1,0,4,1,6,2,234027990000.0,3116000,75105.25994865212
2,1,4,5,1,3,2,2630974000000.0,13965000,188397.70855710705
1,1,0,2,4,6,9,662219740000.0,18000000,36789.985555555555
1,1,5,5,4,4,9,310013131350000.0,1062428000,291796.83832692663
1,2,2,4,5,1,7,19022965370000.0,40431000,470504.4488140288
1,2,2,1,4,1,8,9609260000.0,222000,43284.954954954956
1,2,5,0,5,1,7,4225510530000.0,6185000,683186.8278092159
2,1,4,3,1,7,2,138428490000.0,622000,222553.8424437299
1,1,5,0,5,7,9,3295328330000.0,3512000,938305.333143508
1,2,3,0,7,1,8,478104110000.0,514000,930163.6381322957
1,1,5,3,2,6,9,7179530000.0,86000,83482.90697674418
1,1,3,4,7,3,9,6995170000.0,106000,65992.16981132075
1,1,4,0,6,5,9,12003218630000.0,20615000,582256.5428086345
1,1,3,2,7,7,9,100000000.0,1000,100000.0
1,2,2,3,5,1,7,24978820000.0,28000,892100.7142857143
2,1,2,5,1,5,2,59029897710000.0,204525000,288619.47297396406
1,1,5,2,7,4,9,18236680000.0,46000,396449.5652173913
2,1,2,1,1,5,5,13833130000.0,5000,2766626.0
1,1,5,2,5,3,9,362259950000.0,7080000,51166.65960451977
1,1,3,1,7,4,9,3944027220000.0,3001000,1314237.6607797402
1,1,0,4,3,2,9,1172694710000.0,12552000,93426.92080943276
1,1,1,5,2,2,9,1438414610000.0,66612000,21593.926169458955
1,2,4,0,5,1,8,18031150000.0,259000,69618.33976833976
1,2,5,5,7,1,7,154700340000.0,413000,374577.0944309927
1,1,1,2,3,2,9,1113310390000.0,17322000,64271.46922988108
1,2,0,0,7,1,7,910180000.0,2000,455090.0
2,1,1,0,1,3,2,12975965460000.0,28823000,450194.8256600631
1,1,2,3,7,2,9,30000000.0,1000,30000.0
1,1,3,5,2,4,9,69959570000.0,486000,143949.73251028807
1,1,5,0,3,6,9,192871350000.0,5002000,38558.846461415436
1,1,2,1,6,7,9,710988400000.0,12143000,58551.29704356419
2,1,4,4,1,7,5,189251640000.0,711000,266176.7088607595
2,2,2,5,1,1,0,905313240000.0,905000,1000346.1215469614
1,1,1,4,0,7,9,174600000.0,3000,58200.0
1,1,2,3,7,7,9,618760000.0,37000,16723.243243243243
1,1,5,0,3,6,9,290134070000.0,6760000,42919.241124260356
1,1,4,4,7,2,9,778242950000.0,16046000,48500.74473389007
1,1,2,2,0,5,9,126000000.0,6000,21000.0
2,1,2,4,1,7,2,62269575120000.0,90411000,688738.9269004877
1,1,5,3,2,3,9,113778430000.0,1069000,106434.4527595884
1,2,2,3,3,1,7,4657970000.0,28000,166356.07142857142
1,1,4,3,3,5,9,39484570000.0,1627000,24268.328211432083
1,2,4,1,3,1,7,370070000.0,7000,52867.142857142855
1,2,1,4,7,1,8,3720000000.0,17000,218823.5294117647
2,1,0,4,1,5,2,479597199210000.0,1857191000,258237.95140618278
1,1,0,4,4,3,9,66704581580000.0,307818000,216701.36762632465
1,1,0,5,6,4,9,176121380000.0,3041000,57915.61328510359
2,1,4,2,1,3,2,22299459190000.0,342709000,65068.20419072741
1,2,3,5,6,1,8,90000000.0,1000,90000.0
1,2,3,0,7,1,7,6720000000.0,1000,6720000.0
1,1,4,1,0,5,9,962430000.0,2000,481215.0
1,2,5,1,2,1,8,25000000.0,2000,12500.0
1,1,5,0,5,2,9,374630800000.0,2664000,140627.1771771772
1,1,1,0,7,2,9,155698240000.0,1790000,86982.25698324022
1,1,5,3,3,4,9,2059007160000.0,5912000,348275.9066305819
1,1,1,5,7,4,9,20862901130000.0,5705000,3656950.2418930763
1,2,4,4,6,1,8,5022511820000.0,9162000,548189.4586334862
2,2,1,5,1,1,3,1605760000.0,2000,802880.0
1,1,0,4,7,3,9,235744560000.0,2206000,106865.16772438803
1,1,3,1,5,2,9,7210120000.0,93000,77528.17204301075
2,1,2,1,1,5,5,52006520000.0,43000,1209453.953488372
2,1,1,3,1,4,5,6461860000.0,2000,3230930.0
1,2,0,0,5,1,7,391564817840000.0,2644001000,148095.56344343288
1,1,3,2,2,6,9,2530160000.0,45000,56225.77777777778
1,2,2,4,2,1,7,13027621610000.0,163401000,79727.91849499085
1,2,4,5,3,1,7,514890000.0,3000,171630.0
1,1,5,1,6,5,9,2187784270000.0,8300000,263588.46626506024
2,2,3,4,1,1,1,1000000000.0,1000,1000000.0
1,2,1,2,3,1,7,37768550000.0,147000,256928.91156462586
1,1,5,3,5,6,9,3185240000.0,38000,83822.1052631579
1,1,2,3,3,0,9,60000000.0,5000,12000.0
1,2,2,1,3,1,8,589403330000.0,1705000,345691.1026392962
1,1,3,0,2,4,9,35183990000.0,272000,129352.9044117647
1,1,0,1,7,2,9,19965450000.0,409000,48815.28117359413
1,2,2,0,6,1,7,125130000.0,2000,62565.0
1,1,3,1,0,7,9,84000000.0,4000,21000.0
1,1,3,4,6,2,9,20000000.0,1000,20000.0
1,1,2,1,6,5,9,1498128550000.0,27379000,54718.161729792904
1,2,2,5,5,1,7,1775296170000.0,6719000,264220.29617502604
1,2,0,1,4,1,7,9500000.0,1000,9500.0
