;AnoMes;PAG_PFPJ;REC_PFPJ;PAG_REGIAO;REC_REGIAO;PAG_IDADE;REC_IDADE;FORMAINICIACAO;NATUREZA;FINALIDADE;VALOR;QUANTIDADE
0;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;SUDESTE;entre 30 e 39 anos;entre 50 e 59 anos;QRES;P2P;Pix;1765603500000,0;30585000
1;2025-01-01 00:00:00;PF;PF;Nao informado;Nao informado;até 19 anos;entre 30 e 39 anos;MANU;P2P;Pix;32682420000,0;388000
2;2025-01-01 00:00:00;PF;PF;SUDESTE;SUL;entre 50 e 59 anos;entre 40 e 49 anos;MANU;P2P;Pix;10970832960000,0;25569000
3;2025-01-01 00:00:00;PJ;PF;Nao informado;SUDESTE;Nao se aplica;até 19 anos;QRES;B2P;Pix;75786770000,0;991000
4;2025-01-01 00:00:00;PF;PF;NORDESTE;SUDESTE;Nao informado;entre 40 e 49 anos;MANU;P2P;Pix;491500000,0;6000
5;2025-01-01 00:00:00;PF;PF;SUDESTE;NORTE;entre 30 e 39 anos;entre 50 e 59 anos;Nao disponivel;P2P;Nao disponivel;91317390000,0;270000
6;2025-01-01 00:00:00;PF;PF;SUL;Nao informado;entre 20 e 29 anos;Nao informado;MANU;P2P;Pix;518000000,0;8000
7;2025-01-01 00:00:00;PF;PF;SUDESTE;SUDESTE;entre 30 e 39 anos;entre 20 e 29 anos;QRDN;P2P;Pix;56186683010000,0;1893270000
8;2025-01-01 00:00:00;PF;PF;Nao informado;SUDESTE;até 19 anos;entre 30 e 39 anos;DICT;P2P;Pix;122867600000,0;502000
9;2025-01-01 00:00:00;PF;PF;NORDESTE;SUDESTE;entre 30 e 39 anos;entre 50 e 59 anos;QRES;P2P;Pix;6940329500000,0;206905000
10;2025-01-01 00:00:00;PF;PJ;SUL;Nao informado;entre 20 e 29 anos;Nao se aplica;DICT;P2B;Pix;356162310000,0;283000
11;2025-01-01 00:00:00;PJ;PJ;SUDESTE;SUDESTE;Nao se aplica;Nao se aplica;DICT;G2B;Pix;94146275520000,0;16164000
12;2025-01-01 00:00:00;PF;PJ;Nao informado;SUL;entre 20 e 29 anos;Nao se aplica;QRES;P2G;Pix;711890000,0;18000
13;2025-01-01 00:00:00;PF;PF;SUL;SUL;entre 30 e 39 anos;até 19 anos;QRES;P2P;Pix;4085843390000,0;63886000
14;2025-01-01 00:00:00;PF;PF;NORDESTE;NORTE;entre 40 e 49 anos;mais de 60 anos;QRDN;P2P;Pix;296353340000,0;9015000
15;2025-01-01 00:00:00;PF;PF;NORTE;NORTE;entre 20 e 29 anos;entre 20 e 29 anos;Nao disponivel;P2P;Nao disponivel;10984154270000,0;56441000
16;2025-01-01 00:00:00;PF;PJ;NORDESTE;NORTE;entre 50 e 59 anos;Nao se aplica;QRES;P2G;Pix;2158320000,0;12000
17;2025-01-01 00:00:00;PF;PJ;SUDESTE;NORDESTE;entre 40 e 49 anos;Nao se aplica;MANU;P2G;Pix;13095180000,0;26000
18;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;SUL;entre 30 e 39 anos;entre 20 e 29 anos;QRDN;P2P;Pix;321627420000,0;7255000
19;2025-01-01 00:00:00;PF;PJ;SUL;SUL;entre 20 e 29 anos;Nao se aplica;QRES;P2B;Pix;503929846460000,0;4943783000
20;2025-01-01 00:00:00;PF;PJ;NORTE;SUDESTE;entre 40 e 49 anos;Nao se aplica;QRDN;P2B;Pix;1066167868350000,0;19165982000
21;2025-01-01 00:00:00;PJ;PF;SUDESTE;NORTE;Nao se aplica;entre 50 e 59 anos;QRES;B2P;Pix;503729990000,0;2845000
22;2025-01-01 00:00:00;PF;PF;Nao informado;CENTRO-OESTE;entre 30 e 39 anos;até 19 anos;Nao disponivel;P2P;Nao disponivel;1415000000,0;6000
23;2025-01-01 00:00:00;PF;PJ;NORTE;SUDESTE;entre 40 e 49 anos;Nao se aplica;QRES;P2B;Pix;142836140620000,0;789871000
24;2025-01-01 00:00:00;PF;PF;SUDESTE;NORTE;mais de 60 anos;entre 20 e 29 anos;MANU;P2P;Pix;1447156300000,0;8019000
25;2025-01-01 00:00:00;PF;PF;SUDESTE;CENTRO-OESTE;entre 30 e 39 anos;mais de 60 anos;QRES;P2P;Pix;612551090000,0;14375000
26;2025-01-01 00:00:00;PF;PF;SUDESTE;SUL;entre 50 e 59 anos;até 19 anos;Nao disponivel;P2P;Nao disponivel;12805710000,0;349000
27;2025-01-01 00:00:00;PF;PF;SUL;NORTE;até 19 anos;até 19 anos;QRDN;P2P;Pix;13579290000,0;613000
28;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;SUL;entre 50 e 59 anos;entre 20 e 29 anos;QRDN;P2P;Pix;80217130000,0;1678000
29;2025-01-01 00:00:00;PJ;PF;NORTE;NORTE;Nao se aplica;Nao informado;DICT;B2P;Pix;2417800000,0;8000
30;2025-01-01 00:00:00;PF;PJ;SUL;SUL;mais de 60 anos;Nao se aplica;MANU;P2B;Pix Saque;3230000000,0;17000
31;2025-01-01 00:00:00;PF;PF;NORDESTE;SUL;entre 20 e 29 anos;mais de 60 anos;MANU;P2P;Pix;2506928710000,0;8557000
32;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;NORDESTE;até 19 anos;entre 20 e 29 anos;Nao disponivel;P2P;Nao disponivel;112975730000,0;1273000
33;2025-01-01 00:00:00;PF;PJ;SUDESTE;Nao informado;até 19 anos;Nao se aplica;Nao disponivel;P2B;Nao disponivel;232900000,0;6000
34;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;SUDESTE;entre 40 e 49 anos;entre 40 e 49 anos;QRDN;P2P;Pix;1253729460000,0;28560000
35;2025-01-01 00:00:00;PF;PF;NORDESTE;SUDESTE;entre 40 e 49 anos;entre 40 e 49 anos;DICT;P2P;Pix;280808012420000,03;1052730000
36;2025-01-01 00:00:00;PJ;PF;CENTRO-OESTE;NORDESTE;Nao se aplica;mais de 60 anos;Nao disponivel;B2P;Nao disponivel;67030130000,0;498000
37;2025-01-01 00:00:00;PF;PF;NORDESTE;CENTRO-OESTE;entre 30 e 39 anos;mais de 60 anos;DICT;P2P;Pix;22710765940000,0;78380000
38;2025-01-01 00:00:00;PF;PF;NORDESTE;SUL;entre 40 e 49 anos;mais de 60 anos;MANU;P2P;Pix;2093881190000,0;4947000
39;2025-01-01 00:00:00;PF;PJ;NORDESTE;SUL;mais de 60 anos;Nao se aplica;QRDN;P2B;Pix Troco;426000000,0;2000
40;2025-01-01 00:00:00;PF;PJ;Nao informado;SUL;mais de 60 anos;Nao se aplica;DICT;P2B;Pix;4232711130000,0;1859000
41;2025-01-01 00:00:00;PF;PF;NORTE;NORTE;entre 30 e 39 anos;mais de 60 anos;INIC;P2P;Pix;2400000000,0;3000
42;2025-01-01 00:00:00;PF;PF;NORTE;NORTE;entre 50 e 59 anos;entre 20 e 29 anos;QRDN;P2P;Pix;6536807070000,0;200350000
43;2025-01-01 00:00:00;PJ;PF;SUDESTE;CENTRO-OESTE;Nao se aplica;entre 40 e 49 anos;DICT;B2P;Pix;829894931090000,0;3663496000
44;2025-01-01 00:00:00;PF;PJ;SUL;SUL;mais de 60 anos;Nao se aplica;Nao disponivel;P2G;Nao disponivel;943170000,0;14000
45;2025-01-01 00:00:00;PJ;PF;NORTE;NORTE;Nao se aplica;entre 50 e 59 anos;MANU;G2P;Pix;545627820000,0;278000
46;2025-01-01 00:00:00;PJ;PJ;SUL;NORDESTE;Nao se aplica;Nao se aplica;QRDN;G2G;Pix;37910000,0;1000
47;2025-01-01 00:00:00;PF;PF;NORDESTE;NORTE;entre 20 e 29 anos;entre 30 e 39 anos;Nao disponivel;P2P;Nao disponivel;239749040000,0;1369000
48;2025-01-01 00:00:00;PJ;PJ;SUL;Nao informado;Nao se aplica;Nao se aplica;Nao disponivel;B2B;Nao disponivel;1033144530000,0;1308000
49;2025-01-01 00:00:00;PF;PF;Nao informado;NORTE;entre 20 e 29 anos;entre 30 e 39 anos;QRDN;P2P;Pix;26793760000,0;731000
50;2025-01-01 00:00:00;PF;PJ;SUDESTE;SUDESTE;entre 20 e 29 anos;Nao se aplica;DICT;P2G;Pix;2724126370000,0;9581000
51;2025-01-01 00:00:00;PJ;PF;NORTE;CENTRO-OESTE;Nao se aplica;entre 30 e 39 anos;Nao disponivel;B2P;Nao disponivel;269240370000,0;353000
52;2025-01-01 00:00:00;PF;PJ;SUDESTE;NORTE;até 19 anos;Nao se aplica;DICT;P2G;Pix;400800000,0;2000
53;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;CENTRO-OESTE;entre 30 e 39 anos;entre 50 e 59 anos;DICT;P2P;Pix;935589861460000,0;2680080000
54;2025-01-01 00:00:00;PJ;PF;NORDESTE;NORTE;Nao se aplica;entre 40 e 49 anos;Nao disponivel;B2P;Nao disponivel;315935130000,0;3409000
55;2025-01-01 00:00:00;PF;PF;Nao informado;NORTE;até 19 anos;mais de 60 anos;QRES;P2P;Pix;430500000,0;28000
56;2025-01-01 00:00:00;PF;PF;SUDESTE;SUDESTE;Nao informado;entre 20 e 29 anos;MANU;P2P;Pix;246000000,0;5000
57;2025-01-01 00:00:00;PF;PF;Nao informado;NORDESTE;entre 20 e 29 anos;até 19 anos;DICT;P2P;Pix;242437440000,0;1253000
58;2025-01-01 00:00:00;PF;PJ;CENTRO-OESTE;NORDESTE;entre 50 e 59 anos;Nao se aplica;QRDN;P2B;Pix Saque;84196720000,0;393000
59;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;NORTE;até 19 anos;entre 20 e 29 anos;QRES;P2P;Pix;221977750000,0;7297000
60;2025-01-01 00:00:00;PF;PJ;CENTRO-OESTE;SUDESTE;entre 50 e 59 anos;Nao se aplica;Nao disponivel;P2B;Nao disponivel;728156660000,0;295000
61;2025-01-01 00:00:00;PF;PF;NORDESTE;Nao informado;até 19 anos;entre 20 e 29 anos;DICT;P2P;Pix;127123810000,0;1517000
62;2025-01-01 00:00:00;PJ;PF;Nao informado;SUDESTE;Nao se aplica;entre 30 e 39 anos;Nao disponivel;B2P;Nao disponivel;31624600000,0;17000
63;2025-01-01 00:00:00;PF;PJ;CENTRO-OESTE;NORTE;entre 40 e 49 anos;Nao se aplica;QRES;P2G;Pix;9473120000,0;29000
64;2025-01-01 00:00:00;PJ;PF;SUDESTE;SUL;Nao se aplica;entre 30 e 39 anos;MANU;B2P;Pix;1061472877080000,0;1565683000
65;2025-01-01 00:00:00;PF;PF;Nao informado;NORDESTE;Nao informado;entre 40 e 49 anos;QRES;P2P;Pix;577500000,0;13000
66;2025-01-01 00:00:00;PF;PF;Nao informado;Nao informado;entre 20 e 29 anos;entre 40 e 49 anos;QRES;P2P;Pix;14794030000,0;406000
67;2025-01-01 00:00:00;PJ;PF;SUDESTE;NORDESTE;Nao se aplica;até 19 anos;MANU;G2P;Pix;3825800000,0;4000
68;2025-01-01 00:00:00;PJ;PF;SUL;NORDESTE;Nao se aplica;até 19 anos;DICT;G2P;Pix;2325210000,0;30000
69;2025-01-01 00:00:00;PF;PF;NORTE;SUDESTE;entre 40 e 49 anos;até 19 anos;Nao disponivel;P2P;Nao disponivel;6539800000,0;667000
70;2025-01-01 00:00:00;PF;PJ;SUDESTE;NORDESTE;entre 30 e 39 anos;Nao se aplica;QRDN;P2B;Pix Saque;621874510000,0;2510000
71;2025-01-01 00:00:00;PF;PJ;SUDESTE;NORDESTE;mais de 60 anos;Nao se aplica;Nao disponivel;P2B;Nao disponivel;110779630000,0;100000
72;2025-01-01 00:00:00;PF;PJ;NORTE;SUL;mais de 60 anos;Nao se aplica;QRES;P2B;Pix;4928642940000,0;35204000
73;2025-01-01 00:00:00;PF;PF;NORDESTE;CENTRO-OESTE;entre 40 e 49 anos;mais de 60 anos;Nao disponivel;P2P;Nao disponivel;52647420000,0;136000
74;2025-01-01 00:00:00;PF;PF;Nao informado;Nao informado;entre 40 e 49 anos;entre 20 e 29 anos;QRES;P2P;Pix;19031080000,0;144000
75;2025-01-01 00:00:00;PF;PJ;SUDESTE;CENTRO-OESTE;até 19 anos;Nao se aplica;MANU;P2B;Pix;1095872420000,0;2708000
76;2025-01-01 00:00:00;PF;PJ;SUL;SUL;entre 40 e 49 anos;Nao se aplica;INIC;P2B;Pix;103568830000,0;443000
77;2025-01-01 00:00:00;PF;PF;Nao informado;NORDESTE;entre 30 e 39 anos;mais de 60 anos;QRDN;P2P;Pix;20975850000,0;632000
78;2025-01-01 00:00:00;PF;PF;SUL;SUDESTE;entre 40 e 49 anos;entre 20 e 29 anos;Nao disponivel;P2P;Nao disponivel;117855040000,0;621000
79;2025-01-01 00:00:00;PF;PJ;Nao informado;NORDESTE;mais de 60 anos;Nao se aplica;QRES;P2B;Pix;219805860000,0;907000
80;2025-01-01 00:00:00;PF;PF;SUDESTE;NORDESTE;entre 50 e 59 anos;entre 40 e 49 anos;QRES;P2P;Pix;6168436340000,0;110147000
81;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;CENTRO-OESTE;entre 30 e 39 anos;entre 30 e 39 anos;QRDN;P2P;Pix;26682504630000,0;696387000
82;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;NORDESTE;entre 50 e 59 anos;mais de 60 anos;QRDN;P2P;Pix;273197700000,0;5360000
83;2025-01-01 00:00:00;PF;PJ;SUDESTE;NORDESTE;entre 30 e 39 anos;Nao se aplica;MANU;P2B;Pix;25509541180000,0;83239000
84;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;NORTE;mais de 60 anos;entre 30 e 39 anos;Nao disponivel;P2P;Nao disponivel;76557490000,0;71000
85;2025-01-01 00:00:00;PF;PF;NORTE;CENTRO-OESTE;mais de 60 anos;entre 20 e 29 anos;QRES;P2P;Pix;137579480000,0;1423000
86;2025-01-01 00:00:00;PF;PF;NORTE;SUDESTE;entre 50 e 59 anos;Nao informado;DICT;P2P;Pix;10000000,0;1000
87;2025-01-01 00:00:00;PF;PF;SUDESTE;Nao informado;mais de 60 anos;entre 40 e 49 anos;QRES;P2P;Pix;70952770000,0;202000
88;2025-01-01 00:00:00;PJ;PJ;NORDESTE;SUL;Nao se aplica;Nao se aplica;QRES;G2B;Pix;154110000,0;1000
89;2025-01-01 00:00:00;PF;PF;NORTE;Nao informado;mais de 60 anos;entre 30 e 39 anos;QRDN;P2P;Pix;1886550000,0;47000
90;2025-01-01 00:00:00;PF;PF;NORDESTE;NORDESTE;entre 20 e 29 anos;Nao informado;MANU;P2P;Pix;1209510000,0;38000
91;2025-01-01 00:00:00;PJ;PF;SUDESTE;NORDESTE;Nao se aplica;entre 50 e 59 anos;QRES;B2P;Pix;2239557030000,0;20739000
92;2025-01-01 00:00:00;PF;PF;SUL;NORTE;entre 50 e 59 anos;entre 50 e 59 anos;QRDN;P2P;Pix;46578590000,0;1279000
93;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;NORDESTE;entre 50 e 59 anos;entre 20 e 29 anos;QRES;P2P;Pix;1107519170000,0;17731000
94;2025-01-01 00:00:00;PF;PF;SUL;NORDESTE;entre 20 e 29 anos;entre 20 e 29 anos;QRDN;P2P;Pix;564438260000,0;18129000
95;2025-01-01 00:00:00;PF;PF;NORDESTE;NORDESTE;mais de 60 anos;entre 50 e 59 anos;Nao disponivel;P2P;Nao disponivel;895020610000,0;2797000
96;2025-01-01 00:00:00;PF;PF;SUDESTE;CENTRO-OESTE;entre 20 e 29 anos;entre 20 e 29 anos;QRDN;P2P;Pix;1344287410000,0;25794000
97;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;SUL;entre 30 e 39 anos;entre 50 e 59 anos;DICT;P2P;Pix;19815374490000,0;45540000
98;2025-01-01 00:00:00;PF;PF;NORTE;Nao informado;até 19 anos;entre 40 e 49 anos;MANU;P2P;Pix;40279790000,0;396000
99;2025-01-01 00:00:00;PF;PJ;CENTRO-OESTE;SUL;entre 30 e 39 anos;Nao se aplica;QRES;P2B;Pix;39423958270000,0;206515000
100;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;NORDESTE;entre 40 e 49 anos;mais de 60 anos;MANU;P2P;Pix;7865176200000,0;14989000
101;2025-01-01 00:00:00;PF;PF;SUDESTE;CENTRO-OESTE;entre 20 e 29 anos;entre 40 e 49 anos;DICT;P2P;Pix;43679262740000,0;166399000
102;2025-01-01 00:00:00;PF;PF;SUL;SUL;entre 30 e 39 anos;entre 50 e 59 anos;DICT;P2P;Pix;1120769817040000,0;3602912000
103;2025-01-01 00:00:00;PJ;PJ;NORTE;CENTRO-OESTE;Nao se aplica;Nao se aplica;QRES;B2G;Pix;3111660000,0;23000
104;2025-01-01 00:00:00;PF;PF;Nao informado;SUDESTE;entre 50 e 59 anos;entre 50 e 59 anos;QRDN;P2P;Pix;17806450000,0;313000
105;2025-01-01 00:00:00;PF;PJ;SUL;CENTRO-OESTE;entre 30 e 39 anos;Nao se aplica;MANU;P2B;Pix;3983597820000,0;8057000
106;2025-01-01 00:00:00;PF;PF;SUL;CENTRO-OESTE;entre 20 e 29 anos;entre 20 e 29 anos;DICT;P2P;Pix;22307424310000,0;114173000
107;2025-01-01 00:00:00;PF;PJ;NORTE;NORDESTE;até 19 anos;Nao se aplica;QRDN;P2G;Pix;21377720000,0;108000
108;2025-01-01 00:00:00;PF;PF;NORDESTE;NORTE;mais de 60 anos;entre 20 e 29 anos;QRDN;P2P;Pix;78073940000,0;1754000
109;2025-01-01 00:00:00;PJ;PJ;SUL;NORTE;Nao se aplica;Nao se aplica;QRDN;B2G;Pix;5628525890000,0;2210000
110;2025-01-01 00:00:00;PJ;PF;NORDESTE;Nao informado;Nao se aplica;entre 30 e 39 anos;MANU;B2P;Pix;871099370000,0;1182000
111;2025-01-01 00:00:00;PJ;PF;Nao informado;CENTRO-OESTE;Nao se aplica;até 19 anos;QRES;B2P;Pix;7040790000,0;38000
112;2025-01-01 00:00:00;PF;PF;SUDESTE;NORTE;entre 20 e 29 anos;entre 20 e 29 anos;MANU;P2P;Pix;7812871270000,0;57982000
113;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;SUDESTE;entre 20 e 29 anos;entre 50 e 59 anos;QRDN;P2P;Pix;660739300000,0;22672000
114;2025-01-01 00:00:00;PF;PF;Nao informado;SUDESTE;entre 20 e 29 anos;mais de 60 anos;Nao disponivel;P2P;Nao disponivel;2446140000,0;12000
115;2025-01-01 00:00:00;PF;PJ;SUDESTE;NORTE;entre 20 e 29 anos;Nao se aplica;QRDN;P2B;Pix Saque;11885570000,0;33000
116;2025-01-01 00:00:00;PF;PJ;Nao informado;NORDESTE;entre 20 e 29 anos;Nao se aplica;DICT;P2B;Pix;2884873390000,0;3560000
117;2025-01-01 00:00:00;PF;PF;SUDESTE;SUDESTE;mais de 60 anos;entre 50 e 59 anos;QRES;P2P;Pix;31699866430000,0;357298000
118;2025-01-01 00:00:00;PF;PF;SUDESTE;NORDESTE;entre 30 e 39 anos;entre 50 e 59 anos;Nao disponivel;P2P;Nao disponivel;349376010000,0;1247000
119;2025-01-01 00:00:00;PF;PF;SUDESTE;NORTE;entre 40 e 49 anos;entre 30 e 39 anos;QRES;P2P;Pix;1060364250000,0;21339000
120;2025-01-01 00:00:00;PF;PJ;CENTRO-OESTE;SUL;entre 50 e 59 anos;Nao se aplica;QRES;P2B;Pix;15871732660000,0;94381000
121;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;NORTE;até 19 anos;entre 30 e 39 anos;QRDN;P2P;Pix;225981120000,0;7329000
122;2025-01-01 00:00:00;PF;PJ;SUL;NORDESTE;até 19 anos;Nao se aplica;QRDN;P2G;Pix;10533850000,0;36000
123;2025-01-01 00:00:00;PF;PF;NORDESTE;Nao informado;entre 30 e 39 anos;entre 50 e 59 anos;DICT;P2P;Pix;2112907150000,0;3301000
124;2025-01-01 00:00:00;PF;PF;NORTE;NORTE;entre 50 e 59 anos;mais de 60 anos;QRDN;P2P;Pix;3880855160000,0;129113000
125;2025-01-01 00:00:00;PF;PJ;NORTE;NORTE;entre 30 e 39 anos;Nao se aplica;DICT;P2G;Pix;466483730000,0;923000
126;2025-01-01 00:00:00;PF;PF;NORDESTE;CENTRO-OESTE;entre 50 e 59 anos;entre 50 e 59 anos;QRES;P2P;Pix;431610600000,0;8485000
127;2025-01-01 00:00:00;PF;PJ;SUDESTE;SUL;até 19 anos;Nao se aplica;QRES;P2B;Pix Saque;176500000,0;2000
128;2025-01-01 00:00:00;PF;PF;SUL;NORTE;mais de 60 anos;até 19 anos;QRDN;P2P;Pix;2093950000,0;36000
129;2025-01-01 00:00:00;PF;PF;SUDESTE;Nao informado;entre 30 e 39 anos;mais de 60 anos;Nao disponivel;P2P;Nao disponivel;17167900000,0;12000
130;2025-01-01 00:00:00;PF;PJ;SUL;SUL;entre 20 e 29 anos;Nao se aplica;QRES;P2B;Pix Saque;73664460000,0;538000
131;2025-01-01 00:00:00;PJ;PF;SUDESTE;SUDESTE;Nao se aplica;Nao informado;QRES;B2P;Pix;3073179420000,0;914000
132;2025-01-01 00:00:00;PJ;PF;NORDESTE;SUL;Nao se aplica;entre 30 e 39 anos;QRDN;B2P;Pix;98457690000,0;1269000
133;2025-01-01 00:00:00;PF;PF;SUL;CENTRO-OESTE;entre 20 e 29 anos;entre 40 e 49 anos;Nao disponivel;P2P;Nao disponivel;70922950000,0;215000
134;2025-01-01 00:00:00;PF;PJ;NORDESTE;SUDESTE;entre 50 e 59 anos;Nao se aplica;MANU;P2G;Pix;8348680000,0;36000
135;2025-01-01 00:00:00;PF;PJ;SUDESTE;Nao informado;entre 40 e 49 anos;Nao se aplica;Nao disponivel;P2B;Nao disponivel;4834460000,0;41000
136;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;NORDESTE;até 19 anos;entre 30 e 39 anos;Nao disponivel;P2P;Nao disponivel;89691780000,0;875000
137;2025-01-01 00:00:00;PF;PF;NORTE;SUDESTE;entre 20 e 29 anos;até 19 anos;QRES;P2P;Pix;199340150000,0;6266000
138;2025-01-01 00:00:00;PF;PJ;SUDESTE;CENTRO-OESTE;entre 50 e 59 anos;Nao se aplica;QRES;P2G;Pix;5806610000,0;85000
139;2025-01-01 00:00:00;PF;PJ;SUDESTE;SUL;mais de 60 anos;Nao se aplica;DICT;P2B;Pix;173532433720000,0;133144000
140;2025-01-01 00:00:00;PF;PF;SUDESTE;NORDESTE;entre 40 e 49 anos;entre 20 e 29 anos;QRDN;P2P;Pix;5155615110000,0;143920000
141;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;NORTE;entre 20 e 29 anos;mais de 60 anos;MANU;P2P;Pix;2121510460000,0;5366000
142;2025-01-01 00:00:00;PF;PF;NORDESTE;SUDESTE;Nao informado;entre 50 e 59 anos;DICT;P2P;Pix;2116660000,0;9000
143;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;SUDESTE;entre 50 e 59 anos;entre 40 e 49 anos;MANU;P2P;Pix;8386131580000,0;21598000
144;2025-01-01 00:00:00;PF;PF;SUDESTE;Nao informado;entre 50 e 59 anos;até 19 anos;QRDN;P2P;Pix;257150000,0;7000
145;2025-01-01 00:00:00;PF;PF;SUDESTE;NORTE;até 19 anos;mais de 60 anos;QRES;P2P;Pix;36004100000,0;2123000
146;2025-01-01 00:00:00;PF;PF;NORTE;NORDESTE;mais de 60 anos;entre 50 e 59 anos;MANU;P2P;Pix;1452123590000,0;6128000
147;2025-01-01 00:00:00;PF;PF;NORTE;NORTE;até 19 anos;entre 20 e 29 anos;Nao disponivel;P2P;Nao disponivel;1235481230000,0;13101000
148;2025-01-01 00:00:00;PF;PF;NORTE;NORDESTE;entre 40 e 49 anos;entre 40 e 49 anos;DICT;P2P;Pix;63497406920000,0;237481000
149;2025-01-01 00:00:00;PF;PJ;Nao informado;NORDESTE;entre 30 e 39 anos;Nao se aplica;QRES;P2G;Pix;163100000,0;5000
150;2025-01-01 00:00:00;PF;PF;Nao informado;SUL;mais de 60 anos;entre 20 e 29 anos;QRES;P2P;Pix;8700750000,0;34000
151;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;SUDESTE;entre 50 e 59 anos;entre 50 e 59 anos;DICT;P2P;Pix;55077591680000,0;106790000
152;2025-01-01 00:00:00;PF;PF;Nao informado;SUDESTE;mais de 60 anos;entre 30 e 39 anos;QRES;P2P;Pix;66513780000,0;181000
153;2025-01-01 00:00:00;PF;PJ;NORDESTE;SUDESTE;entre 30 e 39 anos;Nao se aplica;QRDN;P2B;Pix;4639509254820000,0;77056999000
154;2025-01-01 00:00:00;PF;PF;SUDESTE;Nao informado;entre 30 e 39 anos;entre 30 e 39 anos;DICT;P2P;Pix;9202092910000,0;15922000
155;2025-01-01 00:00:00;PJ;PJ;NORTE;NORTE;Nao se aplica;Nao se aplica;MANU;B2B;Pix;1,02790842724e+16;3999223000
156;2025-01-01 00:00:00;PF;PF;NORTE;CENTRO-OESTE;entre 20 e 29 anos;até 19 anos;Nao disponivel;P2P;Nao disponivel;30918280000,0;671000
157;2025-01-01 00:00:00;PF;PF;NORTE;Nao informado;entre 30 e 39 anos;entre 40 e 49 anos;MANU;P2P;Pix;436545990000,0;2829000
158;2025-01-01 00:00:00;PJ;PF;Nao informado;NORDESTE;Nao se aplica;entre 20 e 29 anos;QRES;B2P;Pix;476260780000,0;5789000
159;2025-01-01 00:00:00;PF;PF;SUDESTE;NORDESTE;entre 50 e 59 anos;entre 40 e 49 anos;DICT;P2P;Pix;189896116640000,0;707748000
160;2025-01-01 00:00:00;PF;PF;NORDESTE;SUDESTE;entre 20 e 29 anos;entre 40 e 49 anos;MANU;P2P;Pix;45499950830000,0;325102000
161;2025-01-01 00:00:00;PF;PF;SUL;NORTE;entre 50 e 59 anos;entre 30 e 39 anos;QRDN;P2P;Pix;90506370000,0;2350000
162;2025-01-01 00:00:00;PF;PF;Nao informado;SUDESTE;até 19 anos;entre 40 e 49 anos;MANU;P2P;Pix;20989140000,0;123000
163;2025-01-01 00:00:00;PJ;PF;NORTE;Nao informado;Nao se aplica;entre 50 e 59 anos;QRES;B2P;Pix;14478440000,0;52000
164;2025-01-01 00:00:00;PF;PF;CENTRO-OESTE;Nao informado;entre 50 e 59 anos;entre 40 e 49 anos;MANU;P2P;Pix;394133410000,0;506000
165;2025-01-01 00:00:00;PJ;PF;SUL;CENTRO-OESTE;Nao se aplica;entre 30 e 39 anos;MANU;G2P;Pix;7852580000,0;5000
166;2025-01-01 00:00:00;PJ;PF;Nao informado;NORDESTE;Nao se aplica;entre 50 e 59 anos;QRDN;B2P;Pix;219205010000,0;2875000
167;2025-01-01 00:00:00;PF;PJ;SUL;SUL;entre 50 e 59 anos;Nao se aplica;MANU;P2B;Pix Saque;6250000000,0;28000
168;2025-01-01 00:00:00;PF;PF;NORDESTE;NORDESTE;entre 20 e 29 anos;entre 20 e 29 anos;QRDN;P2P;Pix;76079179810000,0;2743270000
169;2025-01-01 00:00:00;PF;PF;SUDESTE;SUL;até 19 anos;entre 40 e 49 anos;DICT;P2P;Pix;6320299510000,0;48554000
170;2025-01-01 00:00:00;PF;PJ;CENTRO-OESTE;CENTRO-OESTE;entre 40 e 49 anos;Nao se aplica;QRES;P2B;Pix Saque;6782850000,0;44000
171;2025-01-01 00:00:00;PF;PF;SUDESTE;CENTRO-OESTE;entre 40 e 49 anos;entre 50 e 59 anos;MANU;P2P;Pix;11162193720000,0;20056000
172;2025-01-01 00:00:00;PF;PJ;NORDESTE;CENTRO-OESTE;entre 30 e 39 anos;Nao se aplica;QRES;P2G;Pix;72361660000,0;993000
173;2025-01-01 00:00:00;PF;PF;Nao informado;NORDESTE;mais de 60 anos;entre 50 e 59 anos;Nao disponivel;P2P;Nao disponivel;10000000,0;1000
